nroTicket;nroComprobante;fechaEjecucion;fechaLiquidacion;tipoOperacion;instrumento;moneda;mercado;cantidad;precio;montoBruto;comision;ddmm;iva;otros;total
107888536;18293996;01-06-2026;01-06-2026;Orden De Pago;;ARS;;;;-2.000.000;0;0;0;0;-2.000.000
108089162;4328860;01-06-2026;01-06-2026;Liquidacion Suscripcion Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;13.806,056;11.098,318;-153.224;0;0;0;0;-153.224
108100745;4340255;01-06-2026;01-06-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-356.810,8248;11.098,318;3.960.000;0;0;0;0;3.960.000
107696981;3979259;29-05-2026;01-06-2026;Venta Dolar Mep;CEDEAR DE MICROSOFT CORP. (MSFT);USD;BYMA;-65;15,4;1.001;-4,5045;-0,5005;-1,0511;0;994,94
107695699;3977999;29-05-2026;01-06-2026;Compra Dolar Mep;CEDEAR ETF SPDR GOLD TRUST  (GLD);USD;BYMA;14;8,55;-119,7;-0,5387;-0,0599;-0,1257;0;-120,42
107983331;4006787;01-06-2026;02-06-2026;Compra Dolar Mep;CEDEAR J P MORGAN CO INC (JPM);USD;BYMA;24;20,52;-492,48;-2,2162;-0,2462;-0,5171;0;-495,46
107993974;4017042;01-06-2026;02-06-2026;Compra Dolar Mep;CEDEAR META PLATFORMS INC. (META);USD;BYMA;11;26,53;-291,83;-1,3132;-0,1459;-0,3064;0;-293,6
108188474;4032263;02-06-2026;02-06-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-4.956.699;0,07;3.469,6893;0;0;0;0;3.469,69
108192352;4036110;02-06-2026;02-06-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;4.956.699;101,45;-5.028.571,1355;0;0;0;0;-5.028.571,14
107983389;4006845;01-06-2026;02-06-2026;Venta Dolar Mep;CEDEAR DE MICROSOFT CORP. (MSFT);USD;BYMA;-25;16;400;-1,8;-0,2;-0,42;0;397,58
107961505;3985426;01-06-2026;02-06-2026;Compra Dolar Mep;CEDEAR DE AMERICAN EXPRESS COMPANY (AXP);USD;BYMA;16;21,6;-345,6;-1,5552;-0,1728;-0,3629;0;-347,69
107974962;3998562;01-06-2026;02-06-2026;Venta;METROGAS S.A. ESCRIT.  B  1 VOTO (METR);ARS;BYMA;-500;2.150,6;1.075.300;-4.838,85;-537,65;-1.129,065;0;1.068.794,44
107976153;3999707;01-06-2026;02-06-2026;Venta Dolar Mep;CEDEAR NIKE INC. (NKE);USD;BYMA;-97;4;388;-1,746;-0,194;-0,4074;0;385,65
107977881;4001419;01-06-2026;02-06-2026;Venta Dolar Mep;CEDEAR SALESFORCE.COM, INC (CRM);USD;BYMA;-70;12,14;849,8;-3,8241;-0,4249;-0,8923;0;844,66
108201789;4044614;02-06-2026;03-06-2026;Compra Dolar Mep;CEDEAR MASTERCARD INC. (MA);USD;BYMA;26;15,25;-396,5;-1,7843;-0,1983;-0,4163;0;-398,9
108212132;4054671;02-06-2026;03-06-2026;Compra Dolar Mep;CEDEAR DE AMERICAN EXPRESS COMPANY (AXP);USD;BYMA;18;21,55;-387,9;-1,7456;-0,194;-0,4073;0;-390,25
108570902;4115200;04-06-2026;05-06-2026;Venta Dolar Mep;CEDEAR DE MICROSOFT CORP. (MSFT);USD;BYMA;-39;15;585;-2,6325;-0,2925;-0,6143;0;581,46
108570925;4115223;04-06-2026;05-06-2026;Compra Dolar Mep;CEDEAR ETF SPDR GOLD TRUST  (GLD);USD;BYMA;46;8,48;-390,08;-1,7554;-0,195;-0,4096;0;-392,44
108573512;4117733;04-06-2026;05-06-2026;Venta Dolar Mep;CEDEAR J P MORGAN CO INC (JPM);USD;BYMA;-61;21,7;1.323,7;-5,9567;-0,6619;-1,3899;0;1.315,69
108585766;4129736;04-06-2026;05-06-2026;Compra Dolar Mep;CEDEAR PAYPAL HOLDINGS, INC (PYPL);USD;BYMA;88;5,6;-492,8;-2,2176;-0,2464;-0,5174;0;-495,78
108588251;4132212;04-06-2026;05-06-2026;Venta Dolar Mep;CEDEAR BANK OF AMERICA CORP. (BA.C);USD;BYMA;-60;13,92;835,2;-3,7584;-0,4176;-0,877;0;830,15
108595745;4139265;04-06-2026;05-06-2026;Venta;METROGAS S.A. ESCRIT.  B  1 VOTO (METR);ARS;BYMA;-414;2.000;828.000;-3.726;-414;-869,4;0;822.990,6
108644266;18599861;05-06-2026;05-06-2026;Orden De Pago;;ARS;;;;-1.000.168,33;0;0;0;0;-1.000.168,33
108723409;4527287;05-06-2026;05-06-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-89.897,9999;11.123,718;1.000.000;0;0;0;0;1.000.000
108742544;4149468;05-06-2026;05-06-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-800.628;0,07;560,4396;0;0;0;0;560,44
108769284;4175636;05-06-2026;05-06-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;800.628;102,8;-823.045,584;0;0;0;0;-823.045,58
108761521;4168147;05-06-2026;08-06-2026;Compra Dolar Mep;CEDEAR VAN ECK GOLD MINERS ETF/USA (GDX);USD;BYMA;58;8,48;-491,84;-2,2133;-0,2459;-0,5164;0;-494,82
108738148;4145081;05-06-2026;08-06-2026;Compra Dolar Mep;CEDEAR ALIBABA GROUP HOLDING LIMITED (BABA);USD;BYMA;35;14,11;-493,85;-2,2223;-0,2469;-0,5185;0;-496,84
108751120;4157789;05-06-2026;08-06-2026;Compra Dolar Mep;CEDEAR DE CHEVRON CORPORATION (CVX);USD;BYMA;41;12,1;-496,1;-2,2325;-0,2481;-0,5209;0;-499,1
108925807;4190312;08-06-2026;09-06-2026;Compra Dolar Mep;CEDEAR META PLATFORMS INC. (META);USD;BYMA;26;25,335;-658,71;-2,9642;-0,3294;-0,6916;0;-662,7
108919875;4184465;08-06-2026;09-06-2026;Venta;METROGAS S.A. ESCRIT.  B  1 VOTO (METR);ARS;BYMA;-310;1.970;610.700;-2.748,15;-305,35;-641,235;0;607.005,27
108936282;4199594;08-06-2026;09-06-2026;Compra Dolar Mep;CEDEAR PAYPAL HOLDINGS, INC (PYPL);USD;BYMA;130;5,35;-695,5;-3,1298;-0,3478;-0,7303;0;-699,71
108924380;4188944;08-06-2026;09-06-2026;Compra Dolar Mep;CEDEAR VAN ECK GOLD MINERS ETF/USA (GDX);USD;BYMA;73;8,15;-594,95;-2,6773;-0,2975;-0,6247;0;-598,55
109402995;4270977;11-06-2026;11-06-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-591.800;0,07;414,26;0;0;0;0;414,26
109403589;4271564;11-06-2026;11-06-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;591.800;102,55;-606.890,9;0;0;0;0;-606.890,9
