nroTicket;nroComprobante;fechaEjecucion;fechaLiquidacion;tipoOperacion;instrumento;moneda;mercado;cantidad;precio;montoBruto;comision;ddmm;iva;otros;total
104590755;3410576;05-05-2026;05-05-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-82.264,3688;10.940,338;900.000;0;0;0;0;900.000
104590756;3410577;05-05-2026;05-05-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-137.107,2813;10.940,338;1.500.000;0;0;0;0;1.500.000
104526232;3412329;05-05-2026;06-05-2026;Compra;BOPREAL S. 1 D VTO31/10/27 U$S CG (BPOD7);ARS;BYMA;345;144.100;-497.145;-2.237,1525;-49,7145;0;0;-499.431,87
104707291;3424940;06-05-2026;06-05-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;3.048.066;107,6;-3.279.719,016;0;0;0;0;-3.279.719,02
104709078;3426713;06-05-2026;06-05-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-3.048.066;0,075;2.286,0495;0;0;0;0;2.286,05
104787044;3465264;06-05-2026;06-05-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-137.036,4104;10.945,996;1.500.000;0;0;0;0;1.500.000
104509945;3396702;05-05-2026;06-05-2026;Compra;TRANSPORTADORA DE GAS DEL SUR ORDS. B 1 V (TGSU2);ARS;BYMA;63;8.920;-561.960;-2.528,82;-280,98;-590,058;0;-565.359,86
104512265;3399010;05-05-2026;06-05-2026;Compra;PAMPA ENERGIA S.A. ESCRIT.  1 VOTO (PAMP);ARS;BYMA;117;4.785;-559.845;-2.519,3025;-279,9225;-587,8373;0;-563.232,06
104520711;3407131;05-05-2026;06-05-2026;Compra Dolar Mep;CEDEAR BERKSHIRE HATHAWAY INC. (BRKB);USD;BYMA;13;21,9;-284,7;-1,2812;-0,1424;-0,2989;0;-286,42
104523261;3409608;05-05-2026;06-05-2026;Compra Dolar Mep;CEDEAR MASTERCARD INC. (MA);USD;BYMA;12;15,95;-191,4;-0,8613;-0,0957;-0,201;0;-192,56
104525969;3412091;05-05-2026;06-05-2026;Compra Dolar Mep;CEDEAR DE MICROSOFT CORP. (MSFT);USD;BYMA;40;14,28;-571,2;-2,5704;-0,2856;-0,5998;0;-574,66
104721810;3435356;06-05-2026;07-05-2026;Compra Dolar Mep;CEDEAR ETF SPDR GOLD TRUST  (GLD);USD;BYMA;42;8,95;-375,9;-1,6916;-0,188;-0,3947;0;-378,17
104743934;3457154;06-05-2026;07-05-2026;Compra Dolar Mep;CEDEAR SALESFORCE.COM, INC (CRM);USD;BYMA;27;10,55;-284,85;-1,2818;-0,1424;-0,2991;0;-286,57
104720707;3434254;06-05-2026;07-05-2026;Compra Dolar Mep;CEDEAR DE AMERICAN EXPRESS COMPANY (AXP);USD;BYMA;22;22,1;-486,2;-2,1879;-0,2431;-0,5105;0;-489,14
105152703;774978;08-05-2026;08-05-2026;DIVIDENDOS EN ESPECIE;Peso argentino;ARS;;;;18.583,64;0;-18,5836;-3,9026;0;14.313,79
105125977;3556414;08-05-2026;08-05-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-22.087,9407;10.956,748;242.012;0;0;0;0;242.012
105323265;795365;11-05-2026;11-05-2026;DIVIDENDOS EN ESPECIE;Dólar estadounidense;ARS;;1,31;0;0;0;-6,5107;-1,3672;0;-7,88
105050896;3500521;08-05-2026;11-05-2026;Venta Dolar Mep;CEDEAR ORACLE CORPORATION (ORCL);USD;BYMA;-20;67,6;1.352;-6,084;-0,676;-1,4196;0;1.343,82
105319280;794197;11-05-2026;11-05-2026;DIVIDENDOS EN ESPECIE;Dólar estadounidense;ARS;;2,15;0;0;0;-10,6855;-2,244;0;-12,93
105062556;3512038;08-05-2026;11-05-2026;Compra;METROGAS S.A. ESCRIT.  B  1 VOTO (METR);ARS;BYMA;130;1.845;-239.850;-1.079,325;-119,925;-251,8425;0;-241.301,09
105070096;3519195;08-05-2026;11-05-2026;Compra Dolar Mep;CEDEAR MERCADOLIBRE INC. (MELI);USD;BYMA;110;14,5405;-1.599,46;-7,1976;-0,7997;-1,6794;0;-1.609,14
105355215;3551670;11-05-2026;12-05-2026;Venta;BANCO BBVA ARG ESC S 1 V. (BBAR);ARS;BYMA;-106;7.400;784.400;-3.529,8;-392,2;-823,62;0;779.654,38
105765818;3739180;13-05-2026;13-05-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-136.538,2812;10.985,93;1.500.000;0;0;0;0;1.500.000
105715136;3628885;13-05-2026;14-05-2026;Compra;PAMPA ENERGIA S.A. ESCRIT.  1 VOTO (PAMP);ARS;BYMA;120;4.740;-568.800;-2.559,6;-284,4;-597,24;0;-572.241,24
105710604;3624361;13-05-2026;14-05-2026;Compra;BANCO MACRO S.A. B  1 V. ESCRIT (BMA);ARS;BYMA;46;10.600;-487.600;-2.194,2;-243,8;-511,98;0;-490.549,98
105711008;3624765;13-05-2026;14-05-2026;Compra;BOPREAL S. 1 D VTO31/10/27 U$S CG (BPOD7);ARS;BYMA;139;143.000;-198.770;-894,465;-19,877;0;0;-199.684,34
105713618;3627367;13-05-2026;14-05-2026;Compra;METROGAS S.A. ESCRIT.  B  1 VOTO (METR);ARS;BYMA;356;1.765;-628.340;-2.827,53;-314,17;-659,757;0;-632.141,46
105716012;3629757;13-05-2026;14-05-2026;Compra;EDENOR S.A.  B  1 VOTO (EDN);ARS;BYMA;230;1.725;-396.750;-1.785,375;-198,375;-416,5875;0;-399.150,34
105722284;3636001;13-05-2026;14-05-2026;Compra Dolar Mep;CEDEAR ETF SPDR GOLD TRUST  (GLD);USD;BYMA;92;8,94;-822,48;-3,7012;-0,4112;-0,8636;0;-827,46
105994824;333958;15-05-2026;15-05-2026;Nota De Credito Conversion;;USD;;;;3,46;0;0;0;0;3,46
106229398;3702591;18-05-2026;18-05-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;1.924.118;109,2;-2.101.136,856;0;0;0;0;-2.101.136,86
106230243;3703430;18-05-2026;18-05-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-1.924.118;0,076;1.462,3297;0;0;0;0;1.462,33
106000658;3674229;15-05-2026;18-05-2026;Compra Dolar Mep;CEDEAR MERCADOLIBRE INC. (MELI);USD;BYMA;14;13,55;-189,7;-0,8537;-0,0949;-0,1992;0;-190,85
106336093;3884984;18-05-2026;18-05-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-190.638,4363;11.015,617;2.100.000;0;0;0;0;2.100.000
106336252;3885143;18-05-2026;18-05-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-136.170,3117;11.015,617;1.500.000;0;0;0;0;1.500.000
106336403;3885294;18-05-2026;18-05-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-90.780,2078;11.015,617;1.000.000;0;0;0;0;1.000.000
106009920;3683222;15-05-2026;18-05-2026;Venta Dolar Mep;CEDEAR BERKSHIRE HATHAWAY INC. (BRKB);USD;BYMA;-13;23;299;-1,3455;-0,1495;-0,314;0;297,19
106472982;831100;19-05-2026;19-05-2026;Dividendos;Peso argentino;ARS;;;;12.423,5;0;-12,4235;-2,6089;0;11.538,83
106247792;3720418;18-05-2026;19-05-2026;Compra;TERNIUM ARG S.A.ORDS. A 1 VOTO ESC (TXAR);ARS;BYMA;2.403;620,5;-1.491.061,5;-6.709,7768;-745,5308;-1.565,6146;0;-1.500.082,42
106256727;3728757;18-05-2026;19-05-2026;Compra Dolar Mep;CEDEAR META PLATFORMS INC. (META);USD;BYMA;37;26,38;-976,06;-4,3923;-0,488;-1,0249;0;-981,97
106661710;3792612;20-05-2026;20-05-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-723.381;0,076;549,7696;0;0;0;0;549,77
106693694;3963020;20-05-2026;20-05-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-27.204,7624;11.027,481;300.000;0;0;0;0;300.000
106519517;3752410;19-05-2026;20-05-2026;Venta;TRANSPORTADORA DE GAS DEL SUR ORDS. B 1 V (TGSU2);ARS;BYMA;-63;9.125;574.875;-2.586,9375;-287,4375;-603,6188;0;571.397,01
106661353;3792255;20-05-2026;20-05-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;723.381;109,5;-792.102,195;0;0;0;0;-792.102,2
106773817;3803414;21-05-2026;22-05-2026;Compra;TERNIUM ARG S.A.ORDS. A 1 VOTO ESC (TXAR);ARS;BYMA;889;610;-542.290;-2.440,305;-271,145;-569,4045;0;-545.570,85
107199653;3881256;26-05-2026;26-05-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;533.225;102,3;-545.489,175;0;0;0;0;-545.489,18
107201552;3883148;26-05-2026;26-05-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-533.225;0,071;378,5898;0;0;0;0;378,59
107167043;3851699;26-05-2026;27-05-2026;Compra Dolar Mep;CEDEAR J P MORGAN CO INC (JPM);USD;BYMA;17;21,19;-360,23;-1,621;-0,1801;-0,3782;0;-362,41
107173224;3857811;26-05-2026;27-05-2026;Compra;PAMPA ENERGIA S.A. ESCRIT.  1 VOTO (PAMP);ARS;BYMA;101;4.730;-477.730;-2.149,785;-238,865;-501,6165;0;-480.620,27
107176124;3860536;26-05-2026;27-05-2026;Venta;EDENOR S.A.  B  1 VOTO (EDN);ARS;BYMA;-773;1.824;1.409.952;-6.344,784;-704,976;-1.480,4496;0;1.401.421,79
107176134;3860546;26-05-2026;27-05-2026;Venta;CENTRAL PUERTO S.A. ORD. 1 VOTO ESCRIT (CEPU);ARS;BYMA;-358;2.110;755.380;-3.399,21;-377,69;-793,149;0;750.809,95
107179838;3864229;26-05-2026;27-05-2026;Venta;BANCO MACRO S.A. B  1 V. ESCRIT (BMA);ARS;BYMA;-121;11.500;1.391.500;-6.261,75;-695,75;-1.461,075;0;1.383.081,43
107180190;3864581;26-05-2026;27-05-2026;Compra Dolar Mep;CEDEAR META PLATFORMS INC. (META);USD;BYMA;18;26,3;-473,4;-2,1303;-0,2367;-0,4971;0;-476,26
107183483;3867854;26-05-2026;27-05-2026;Venta;GRUPO FINANCIERO GALICIA S.A ESCRIT.  B  1 V (GGAL);ARS;BYMA;-149;6.610;984.890;-4.432,005;-492,445;-1.034,1345;0;978.931,42
107518916;18092734;28-05-2026;28-05-2026;Orden De Pago;;ARS;;;;-1.000.000;0;0;0;0;-1.000.000
107518944;18092762;28-05-2026;28-05-2026;Orden De Pago;;ARS;;;;-2.000.000;0;0;0;0;-2.000.000
107519575;3943066;28-05-2026;28-05-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-980.197;0,071;695,9399;0;0;0;0;695,94
107522015;3945483;28-05-2026;28-05-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;980.197;102;-999.800,94;0;0;0;0;-999.800,94
107425954;3912571;27-05-2026;28-05-2026;Venta;GRUPO FINANCIERO GALICIA S.A ESCRIT.  B  1 V (GGAL);ARS;BYMA;-50;7.050;352.500;-1.586,25;-176,25;-370,125;0;350.367,38
107404953;3904758;27-05-2026;28-05-2026;Venta;SOCIEDAD COMERCIAL DEL PLATA ORD.1V (COME);ARS;BYMA;-16.544;46,4;767.641,6;-3.454,3872;-383,8208;-806,0237;0;762.997,37
107368013;3891750;27-05-2026;28-05-2026;Venta;TERNIUM ARG S.A.ORDS. A 1 VOTO ESC (TXAR);ARS;BYMA;-2.469;667;1.646.823;-7.410,7035;-823,4115;-1.729,1642;0;1.636.859,72
107418320;3909695;27-05-2026;28-05-2026;Venta;BANCO MACRO S.A. B  1 V. ESCRIT (BMA);ARS;BYMA;-41;12.600;516.600;-2.324,7;-258,3;-542,43;0;513.474,57
107420529;3910532;27-05-2026;28-05-2026;Compra Dolar Mep;CEDEAR J P MORGAN CO INC (JPM);USD;BYMA;20;20,5;-410;-1,845;-0,205;-0,4305;0;-412,48
107423449;3911628;27-05-2026;28-05-2026;Venta;PAMPA ENERGIA S.A. ESCRIT.  1 VOTO (PAMP);ARS;BYMA;-338;4.990;1.686.620;-7.589,79;-843,31;-1.770,951;0;1.676.415,95
107840496;4228158;29-05-2026;29-05-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-90.245,4993;11.080,885;1.000.000;0;0;0;0;1.000.000
107494896;3920991;28-05-2026;29-05-2026;Venta;TERNIUM ARG S.A.ORDS. A 1 VOTO ESC (TXAR);ARS;BYMA;-823;690;567.870;-2.555,415;-283,935;-596,2635;0;564.434,39
107504555;3930399;28-05-2026;29-05-2026;Compra Dolar Mep;CEDEAR BANK OF AMERICA CORP. (BA.C);USD;BYMA;60;13,2;-792;-3,564;-0,396;-0,8316;0;-796,79
107508122;3933955;28-05-2026;29-05-2026;Compra;TRANSPORTADORA DE GAS DEL SUR ORDS. B 1 V (TGSU2);ARS;BYMA;328;9.087,7439;-2.980.780;-13.413,51;-1.490,39;-3.129,819;0;-2.998.813,72
107517187;3942718;28-05-2026;29-05-2026;Compra Dolar Mep;CEDEAR MASTERCARD INC. (MA);USD;BYMA;26;15,33;-398,58;-1,7936;-0,1993;-0,4185;0;-400,99
107700487;3982662;29-05-2026;29-05-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-1.352.999;0,071;960,6293;0;0;0;0;960,63
107702341;3984356;29-05-2026;29-05-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;1.352.999;102,4721;-1.386.446,468;0;0;0;0;-1.386.446,47
