nroTicket;nroComprobante;fechaEjecucion;fechaLiquidacion;tipoOperacion;instrumento;moneda;mercado;cantidad;precio;montoBruto;comision;ddmm;iva;otros;total
91683044;1630662;18-02-2026;18-02-2026;Venta bono Operatoria dolar MEP USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;BYMA;-776.526;0,076;590,1598;0;0;0;0;590,16
91703267;1640823;18-02-2026;18-02-2026;Compra bono Operatoria dolar MEP USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;BYMA;500.000;0,076;-380;0;0;0;0;-380
91717710;1653442;18-02-2026;18-02-2026;Compra bono Operatoria dolar MEP ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;BYMA;776.526;108,5;-842.530,71;0;0;0;0;-842.530,71
92104567;1349364;19-02-2026;19-02-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-134.211,048;10.431,332;1.400.000;0;0;0;0;1.400.000
92028610;1671942;19-02-2026;19-02-2026;Compra bono Operatoria dolar MEP ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;BYMA;930.052;107,5;-999.805,9;0;0;0;0;-999.805,9
92058738;1700488;19-02-2026;19-02-2026;Venta bono Operatoria dolar MEP USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;BYMA;-930.052;0,076;706,8395;0;0;0;0;706,84
92980279;1422772;23-02-2026;23-02-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-47.787,1309;10.463,068;500.000;0;0;0;0;500.000
92847019;1781529;23-02-2026;24-02-2026;Compra Dolar Mep;CEDEAR SALESFORCE.COM, INC (CRM);USD;BYMA;9;10,35;-93,15;-0,4192;-0,0466;-0,0978;0;-93,71
92849461;1783959;23-02-2026;24-02-2026;Compra;METROGAS S.A. ESCRIT.  B  1 VOTO (METR);ARS;BYMA;49;2.000;-98.000;-441;-49;-102,9;0;-98.592,9
92849754;1784250;23-02-2026;24-02-2026;Compra Dolar Mep;CEDEAR MASTERCARD INC. (MA);USD;BYMA;6;16,25;-97,5;-0,4388;-0,0488;-0,1024;0;-98,09
92850444;1784940;23-02-2026;24-02-2026;Compra Dolar Mep;CEDEAR C3.AI INC (AI) (AI);USD;BYMA;49;2;-98;-0,441;-0,049;-0,1029;0;-98,59
92867870;1801232;23-02-2026;24-02-2026;Compra;TERNIUM ARG S.A.ORDS. A 1 VOTO ESC (TXAR);ARS;BYMA;149;666;-99.234;-446,553;-49,617;-104,1957;0;-99.834,37
92870612;1803598;23-02-2026;24-02-2026;Compra;MOLINOS J.SEMINO ESCRIT.1 V. (SEMI);ARS;BYMA;5.190;19,15;-99.388,5;-447,2483;-49,6943;-104,3579;0;-99.989,8
92880181;1813100;23-02-2026;24-02-2026;Compra Dolar Mep;CEDEAR ORACLE CORPORATION (ORCL);USD;BYMA;2;48,9;-97,8;-0,4401;-0,0489;-0,1027;0;-98,39
92842171;1776737;23-02-2026;24-02-2026;Compra Dolar Mep;CEDEAR DE AMERICAN EXPRESS COMPANY (AXP);USD;BYMA;4;22,6;-90,4;-0,4068;-0,0452;-0,0949;0;-90,95
93326224;1865215;25-02-2026;26-02-2026;Compra;TERNIUM ARG S.A.ORDS. A 1 VOTO ESC (TXAR);ARS;BYMA;476;630;-299.880;-1.349,46;-149,94;-314,874;0;-301.694,27
93325675;1864672;25-02-2026;26-02-2026;Compra Dolar Mep;CEDEAR MERCADOLIBRE INC. (MELI);USD;BYMA;41;14,6;-598,6;-2,6937;-0,2993;-0,6285;0;-602,22
