nroTicket;nroComprobante;fechaEjecucion;fechaLiquidacion;tipoOperacion;instrumento;moneda;mercado;cantidad;precio;montoBruto;comision;ddmm;iva;otros;total
112165145;4766183;02-07-2026;03-07-2026;Venta;CEDEAR MASTERCARD INC. (MA);ARS;BYMA;-126;25.558,7302;3.220.400;-14.491,8;-1.610,2;-3.381,42;0;3.200.916,58
112300758;4775052;03-07-2026;06-07-2026;Venta;CEDEAR PAYPAL HOLDINGS, INC (PYPL);ARS;BYMA;-100;9.030;903.000;-4.063,5;-451,5;-948,15;0;897.536,85
112317507;4791302;03-07-2026;06-07-2026;Venta;CEDEAR DE MICROSOFT CORP. (MSFT);ARS;BYMA;-49;20.700;1.014.300;-4.564,35;-507,15;-1.065,015;0;1.008.163,49
112860438;20482832;07-07-2026;07-07-2026;Orden De Pago Usd;;USD;;;;-5.000;0;0;0;0;-5.000
112780561;4850425;07-07-2026;08-07-2026;Venta;CEDEAR DE MICROSOFT CORP. (MSFT);ARS;BYMA;-30;20.740;622.200;-2.799,9;-311,1;-653,31;0;618.435,69
112777637;4847570;07-07-2026;08-07-2026;Venta;CEDEAR MERCADOLIBRE INC. (MELI);ARS;BYMA;-60;23.820;1.429.200;-6.431,4;-714,6;-1.500,66;0;1.420.553,34
112786411;4856247;07-07-2026;08-07-2026;Venta;CEDEAR META PLATFORMS INC. (META);ARS;BYMA;-12;40.200;482.400;-2.170,8;-241,2;-506,52;0;479.481,48
112786598;4856433;07-07-2026;08-07-2026;Compra;CEDEAR ALIBABA GROUP HOLDING LIMITED (BABA);ARS;BYMA;28;17.140;-479.920;-2.159,64;-239,96;-503,916;0;-482.823,52
112788741;4858559;07-07-2026;08-07-2026;Compra;CEDEAR ETF SPDR GOLD TRUST  (GLD);ARS;BYMA;41;11.860;-486.260;-2.188,17;-243,13;-510,573;0;-489.201,87
112792059;4861873;07-07-2026;08-07-2026;Compra;CEDEAR DE CHEVRON CORPORATION (CVX);ARS;BYMA;6;16.740;-100.440;-451,98;-50,22;-105,462;0;-101.047,66
112927326;4867243;08-07-2026;08-07-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-3.209.264;0,068;2.182,2995;0;0;0;0;2.182,3
112928669;4868585;08-07-2026;08-07-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;3.209.264;104,4093;-3.350.770,322;0;0;0;0;-3.350.770,32
113385519;4917525;13-07-2026;14-07-2026;Venta;CEDEAR META PLATFORMS INC. (META);ARS;BYMA;-20;44.000;880.000;-3.960;-440;-924;0;874.676
113390032;4922021;13-07-2026;14-07-2026;Compra Dolar Mep;CEDEAR ETF SPDR GOLD TRUST  (GLD);USD;BYMA;65;7,61;-494,65;-2,2259;-0,2473;-0,5194;0;-497,64
113689556;1275243;14-07-2026;14-07-2026;DIVIDENDOS EN ESPECIE;Dólar estadounidense;ARS;;3,71;0;0;0;-19,2425;-4,0409;0;-23,28
113707435;4958556;14-07-2026;14-07-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-845.220;0,068;574,7496;0;0;0;0;574,75
113709038;4960015;14-07-2026;14-07-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;845.220;103,5;-874.802,7;0;0;0;0;-874.802,7
113822210;533254;14-07-2026;14-07-2026;Nota De Credito Conversion;;USD;;;;9,18;0;0;0;0;9,18
113977309;5009867;15-07-2026;15-07-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-831.411;0,068;565,3595;0;0;0;0;565,36
113711342;4962024;14-07-2026;15-07-2026;Venta;CEDEAR META PLATFORMS INC. (META);ARS;BYMA;-20;43.100;862.000;-3.879;-431;-905,1;0;856.784,9
113979184;5011742;15-07-2026;15-07-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;831.411;103,05;-856.769,0355;0;0;0;0;-856.769,04
113965374;4998364;15-07-2026;16-07-2026;Venta;CEDEAR ALIBABA GROUP HOLDING LIMITED (BABA);ARS;BYMA;-31;20.880;647.280;-2.912,76;-323,64;-679,644;0;643.363,96
113958429;4991634;15-07-2026;16-07-2026;Venta;CEDEAR DE MICROSOFT CORP. (MSFT);ARS;BYMA;-40;20.290;811.600;-3.652,2;-405,8;-852,18;0;806.689,82
114123002;5037865;16-07-2026;16-07-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-1.257.279;0,068;854,9497;0;0;0;0;854,95
114123691;5038554;16-07-2026;16-07-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;1.257.279;103,4;-1.300.026,486;0;0;0;0;-1.300.026,49
113958498;4991703;15-07-2026;16-07-2026;Venta;CEDEAR DE CHEVRON CORPORATION (CVX);ARS;BYMA;-34;17.700;601.800;-2.708,1;-300,9;-631,89;0;598.159,11
114109750;5025226;16-07-2026;17-07-2026;Compra;CEDEAR ETF SPDR GOLD TRUST  (GLD);ARS;BYMA;65;11.440;-743.600;-3.346,2;-371,8;-780,78;0;-748.098,78
114263603;5064157;17-07-2026;17-07-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-1.108.044;0,068;753,4699;0;0;0;0;753,47
114267547;5068019;17-07-2026;17-07-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;1.108.044;103,7;-1.149.041,628;0;0;0;0;-1.149.041,63
114101691;5017240;16-07-2026;17-07-2026;Venta;CEDEAR DE MICROSOFT CORP. (MSFT);ARS;BYMA;-32;21.000;672.000;-3.024;-336;-705,6;0;667.934,4
114107420;5022899;16-07-2026;17-07-2026;Venta;CEDEAR MERCADOLIBRE INC. (MELI);ARS;BYMA;-20;24.200;484.000;-2.178;-242;-508,2;0;481.071,8
114238698;5045741;17-07-2026;20-07-2026;Venta;CEDEAR MERCADOLIBRE INC. (MELI);ARS;BYMA;-20;23.650;473.000;-2.128,5;-236,5;-496,65;0;470.138,35
114665472;5123914;21-07-2026;21-07-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;454.367;103,5;-470.269,845;0;0;0;0;-470.269,85
114664399;5122918;21-07-2026;21-07-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-454.367;0,068;308,9696;0;0;0;0;308,97
114659223;5119981;21-07-2026;22-07-2026;Venta;CEDEAR DE CHEVRON CORPORATION (CVX);ARS;BYMA;-45;18.600;837.000;-3.766,5;-418,5;-878,85;0;831.936,15
114639042;5100275;21-07-2026;22-07-2026;Venta;CEDEAR DE MICROSOFT CORP. (MSFT);ARS;BYMA;-40;20.900;836.000;-3.762;-418;-877,8;0;830.942,2
114957234;5179442;23-07-2026;23-07-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;1.601.000;103,85;-1.662.638,5;0;0;0;0;-1.662.638,5
114958788;5180996;23-07-2026;23-07-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-1.601.000;0,068;1.088,68;0;0;0;0;1.088,68
114934900;5163476;23-07-2026;24-07-2026;Venta;CEDEAR DE CHEVRON CORPORATION (CVX);ARS;BYMA;-55;19.380;1.065.900;-4.796,55;-532,95;-1.119,195;0;1.059.451,31
114937460;5165965;23-07-2026;24-07-2026;Venta;CEDEAR DE MICROSOFT CORP. (MSFT);ARS;BYMA;-43;20.200;868.600;-3.908,7;-434,3;-912,03;0;863.344,97
114925618;5154240;23-07-2026;24-07-2026;Venta;CEDEAR ALIBABA GROUP HOLDING LIMITED (BABA);ARS;BYMA;-50;20.000;1.000.000;-4.500;-500;-1.050;0;993.950
115140420;5205992;24-07-2026;24-07-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;3.946.250;104,2;-4.111.992,5;0;0;0;0;-4.111.992,5
115140586;5206158;24-07-2026;24-07-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-3.946.250;0,068;2.683,45;0;0;0;0;2.683,45
114930238;5158832;23-07-2026;24-07-2026;Venta;CEDEAR META PLATFORMS INC. (META);ARS;BYMA;-30;40.100;1.203.000;-5.413,5;-601,5;-1.263,15;0;1.195.721,85
115338103;5240705;27-07-2026;27-07-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-1.831.880;0,067;1.227,3596;0;0;0;0;1.227,36
115078809;5191754;24-07-2026;27-07-2026;Venta;CEDEAR ALIBABA GROUP HOLDING LIMITED (BABA);ARS;BYMA;-60;19.860;1.191.600;-5.362,2;-595,8;-1.251,18;0;1.184.390,82
115079098;5192043;24-07-2026;27-07-2026;Compra;CEDEAR INTEL CORPORATION (INTC);ARS;BYMA;13;30.500;-396.500;-1.784,25;-198,25;-416,325;0;-398.898,83
115080789;5193709;24-07-2026;27-07-2026;Compra;CEDEAR ALPHABET INC. CL  A  (GOOGL);ARS;BYMA;45;8.780;-395.100;-1.777,95;-197,55;-414,855;0;-397.490,36
115081073;5193993;24-07-2026;27-07-2026;Venta;CEDEAR META PLATFORMS INC. (META);ARS;BYMA;-30;40.200;1.206.000;-5.427;-603;-1.266,3;0;1.198.703,7
115090790;5203350;24-07-2026;27-07-2026;Venta;CEDEAR DE MICROSOFT CORP. (MSFT);ARS;BYMA;-15;20.470;307.050;-1.381,725;-153,525;-322,4025;0;305.192,35
115330992;5233829;27-07-2026;27-07-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;1.831.880;103,3;-1.892.332,04;0;0;0;0;-1.892.332,04
115326793;5230958;27-07-2026;28-07-2026;Venta;CEDEAR ALPHABET INC. CL  A  (GOOGL);ARS;BYMA;-45;9.025;406.125;-1.827,5625;-203,0625;-426,4313;0;403.667,94
115506001;5261443;28-07-2026;29-07-2026;Compra;CEDEAR ETF SPDR GOLD TRUST  (GLD);ARS;BYMA;34;11.770;-400.180;-1.800,81;-200,09;-420,189;0;-402.601,09
115769557;5309006;30-07-2026;31-07-2026;Compra Dolar Mep;CEDEAR META PLATFORMS INC. (META);USD;BYMA;86;23;-1.978;-8,901;-0,989;-2,0769;0;-1.989,97
115774835;5314185;30-07-2026;31-07-2026;Compra Dolar Mep;CEDEAR ETF SPDR GOLD TRUST  (GLD);USD;BYMA;115;7,8;-897;-4,0365;-0,4485;-0,9419;0;-902,43
