nroTicket;nroComprobante;fechaEjecucion;fechaLiquidacion;tipoOperacion;instrumento;moneda;mercado;cantidad;precio;montoBruto;comision;ddmm;iva;otros;total
102981648;3038191;23-04-2026;23-04-2026;Liquidacion Suscripcion Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;327.593,665;10.869,908;-3.560.913;0;0;0;0;-3.560.913
102837897;3144019;22-04-2026;23-04-2026;Venta;CEDEAR ORACLE CORPORATION (ORCL);ARS;BYMA;-5;91.200;456.000;-2.052;-228;-478,8;0;453.241,2
102933090;3168393;23-04-2026;24-04-2026;Compra Dolar Mep;CEDEAR SALESFORCE.COM, INC (CRM);USD;BYMA;47;9,95;-467,65;-2,1044;-0,2338;-0,491;0;-470,48
102929752;3165057;23-04-2026;24-04-2026;Compra Dolar Mep;CEDEAR MASTERCARD INC. (MA);USD;BYMA;25;15,87;-396,75;-1,7854;-0,1984;-0,4166;0;-399,15
102942264;3177295;23-04-2026;24-04-2026;Compra Dolar Mep;CEDEAR NIKE INC. (NKE);USD;BYMA;77;3,87;-297,99;-1,341;-0,149;-0,3129;0;-299,79
103118719;694586;24-04-2026;24-04-2026;DIVIDENDOS EN ESPECIE;Dólar estadounidense;ARS;;3,25;0;0;0;-16,0956;-3,3801;0;-19,48
103448896;697818;27-04-2026;27-04-2026;DIVIDENDOS EN ESPECIE;Dólar estadounidense;ARS;;6,4;0;0;0;-31,808;-6,6797;0;-38,49
103516662;3185943;28-04-2026;28-04-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-32.113,1469;10.898,963;350.000;0;0;0;0;350.000
103516661;3185942;28-04-2026;28-04-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-55.051,109;10.898,963;600.000;0;0;0;0;600.000
103529971;3253534;28-04-2026;29-04-2026;Compra;METROGAS S.A. ESCRIT.  B  1 VOTO (METR);ARS;BYMA;183;1.892;-346.236;-1.558,062;-173,118;-363,5478;0;-348.330,73
103539600;3263123;28-04-2026;29-04-2026;Compra;MOLINOS J.SEMINO ESCRIT.1 V. (SEMI);ARS;BYMA;16.339;18,25;-298.186,75;-1.341,8404;-149,0934;-313,0961;0;-299.990,78
103547525;3271041;28-04-2026;29-04-2026;Compra;MORIXE HNOS. S.A.  ORD. 1 VOTO (MORI);ARS;BYMA;10.142;29,4;-298.174,8;-1.341,7866;-149,0874;-313,0835;0;-299.978,76
103815128;3339533;30-04-2026;30-04-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-696.920;0,075;522,69;0;0;0;0;522,69
103816236;3340476;30-04-2026;30-04-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;696.920;107,6;-749.885,92;0;0;0;0;-749.885,92
103855074;3261594;30-04-2026;30-04-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-18.329,8484;10.911,165;200.000;0;0;0;0;200.000
103855075;3261595;30-04-2026;30-04-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-91.649,2419;10.911,165;1.000.000;0;0;0;0;1.000.000
103855281;3261801;30-04-2026;30-04-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-274.947,7256;10.911,165;3.000.000;0;0;0;0;3.000.000
103855282;3261802;30-04-2026;30-04-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-68.736,9314;10.911,165;750.000;0;0;0;0;750.000
103855477;3261997;30-04-2026;30-04-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-68.736,9314;10.911,165;750.000;0;0;0;0;750.000
104027670;320528;30-04-2026;30-04-2026;Nota De Credito Conversion;;USD;;;;9,65;0;0;0;0;9,65
