nroTicket;nroComprobante;fechaEjecucion;fechaLiquidacion;tipoOperacion;instrumento;moneda;mercado;cantidad;precio;montoBruto;comision;ddmm;iva;otros;total
56634870;5336939;23-07-2025;24-07-2025;Venta Dolar Mep;CEDEAR AMAZON.COM, INC (AMZN);USD;BYMA;-391;1,59;621,69;-2,7976;-0,4352;-0,6789;0;617,78
56697577;17310789;24-07-2025;24-07-2025;Recibo De Cobro;;ARS;;;;3.842.935;0;0;0;0;3.842.935
57137796;3012541;25-07-2025;25-07-2025;Liquidacion Suscripcion Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;445.253,0177;8.631,115;-3.843.030;0;0;0;0;-3.843.030
56927810;5391708;25-07-2025;28-07-2025;Venta Dolar Mep;CEDEAR VISTA ENERGY S.A.B. DE CV (VIST) (VIST);USD;BYMA;-37;14,95;553,15;-2,4892;-0,3872;-0,604;0;549,67
57285801;3038609;28-07-2025;28-07-2025;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-28.888,9729;8.653,821;250.000;0;0;0;0;250.000
57228154;5460610;28-07-2025;29-07-2025;Compra Dolar Mep;EDENOR S.A.  B  1 VOTO (EDN);USD;BYMA;366;1,36;-497,76;-2,2399;-0,3484;-0,5436;0;-500,89
57235622;5467681;28-07-2025;29-07-2025;Compra Dolar Mep;CEDEAR SALESFORCE.COM, INC (CRM);USD;BYMA;33;14,95;-493,35;-2,2201;-0,3453;-0,5387;0;-496,45
57232282;5464384;28-07-2025;29-07-2025;Compra Dolar Mep;CEDEAR INTEL CORPORATION (INTC);USD;BYMA;238;4,18;-994,84;-4,4768;-0,6964;-1,0864;0;-1.001,1
57397899;5510664;29-07-2025;30-07-2025;Compra Dolar Mep;CEDEAR INTEL CORPORATION (INTC);USD;BYMA;48;4,12;-197,76;-0,8899;-0,1384;-0,216;0;-199
57639434;3098191;30-07-2025;30-07-2025;Liquidacion Suscripcion Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;28.838,3398;8.669,015;-250.000;0;0;0;0;-250.000
57794829;682213;31-07-2025;31-07-2025;Nota De Credito Conversion;;USD;;;;1,63;0;0;0;0;1,63
57830031;3120818;31-07-2025;31-07-2025;Liquidacion Suscripcion Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;332.951,08;8.676,62;-2.888.890;0;0;0;0;-2.888.890
57537940;5544239;30-07-2025;31-07-2025;Compra Dolar Mep;CEDEAR ALIBABA GROUP HOLDING LIMITED (BABA);USD;BYMA;37;13,2;-488,4;-2,1978;-0,3419;-0,5333;0;-491,47
57548127;5554345;30-07-2025;31-07-2025;Compra Dolar Mep;CEDEAR LITHIUM AMERICAS CORP (LAC);USD;BYMA;187;2,65;-495,55;-2,23;-0,3469;-0,5411;0;-498,67
57555241;5561142;30-07-2025;31-07-2025;Compra Dolar Mep;CEDEAR SALESFORCE.COM, INC (CRM);USD;BYMA;33;14,75;-486,75;-2,1904;-0,3407;-0,5315;0;-489,81
57560890;5566722;30-07-2025;31-07-2025;Compra Dolar Mep;CEDEAR TESLA, INC. (TSLA);USD;BYMA;23;21,2;-487,6;-2,1942;-0,3413;-0,5325;0;-490,67
57584968;5590234;30-07-2025;31-07-2025;Compra Dolar Mep;CEDEAR APPLE INC. (AAPL);USD;BYMA;47;10,5;-493,5;-2,2208;-0,3455;-0,5389;0;-496,61
57587994;5593236;30-07-2025;31-07-2025;Venta;BONO REP. ARGENTINA USD STEP UP 2030 (AL30);ARS;BYMA;-398;78.200;311.236;-1.400,562;-31,1236;0;0;309.804,31
57765862;5623653;31-07-2025;01-08-2025;Compra Dolar Mep;CEDEAR TESLA, INC. (TSLA);USD;BYMA;14;20,6;-288,4;-1,2978;-0,2019;-0,3149;0;-290,21
57754330;5612430;31-07-2025;01-08-2025;Compra Dolar Mep;CEDEAR LITHIUM AMERICAS CORP (LAC);USD;BYMA;257;2,6888;-691,03;-3,1096;-0,4837;-0,7546;0;-695,38
57955880;5659606;01-08-2025;01-08-2025;Compra bono Operatoria dolar MEP USD;ON BCO BBVA ARG CL.36 V.10/06/26 $ CG (BF36O);USD;BYMA;2.453.935;0,078;-1.914,0693;0;0;0;0;-1.914,07
57996010;5694754;01-08-2025;01-08-2025;Venta bono Operatoria dolar MEP ARS;ON BCO BBVA ARG CL.36 V.10/06/26 $ CG (BF36O);ARS;BYMA;-2.453.935;105,1;2.579.085,685;0;0;0;0;2.579.085,69
57973944;5674124;01-08-2025;04-08-2025;Compra Dolar Mep;YPF S.A. ESCRIT.  D  1 VOTO (YPFD);USD;BYMA;4;32,65;-130,6;-0,5877;-0,0914;-0,1426;0;-131,42
57979771;5679488;01-08-2025;04-08-2025;Compra Dolar Mep;CEDEAR APPLE INC. (AAPL);USD;BYMA;14;10,2;-142,8;-0,6426;-0,1;-0,1559;0;-143,7
57941902;5649488;01-08-2025;04-08-2025;Compra Dolar Mep;CEDEAR TESLA, INC. (TSLA);USD;BYMA;7;20,15;-141,05;-0,6347;-0,0987;-0,154;0;-141,94
57960664;5663178;01-08-2025;04-08-2025;Compra Dolar Mep;CEDEAR SALESFORCE.COM, INC (CRM);USD;BYMA;10;13,95;-139,5;-0,6278;-0,0977;-0,1523;0;-140,38
58464128;5776144;05-08-2025;06-08-2025;Compra Dolar Mep;CEDEAR SALESFORCE.COM, INC (CRM);USD;BYMA;16;13,8;-220,8;-0,9936;-0,1546;-0,2411;0;-222,19
58581620;18280268;06-08-2025;06-08-2025;Orden De Pago Usd;;USD;;;;-620;0;0;0;0;-620
58585777;18284422;06-08-2025;06-08-2025;Recibo De Cobro;;ARS;;;;833.280;0;0;0;0;833.280
58606335;5803810;06-08-2025;06-08-2025;Venta bono Operatoria dolar MEP USD;ON CREDICUOTAS CONSUMO 9 V27/09/25 $ CG (DHS9O);USD;BYMA;-794.961;0,078;620,0696;0;0;0;0;620,07
58635653;5832258;06-08-2025;06-08-2025;Compra bono Operatoria dolar MEP ARS;ON CREDICUOTAS CONSUMO 9 V27/09/25 $ CG (DHS9O);ARS;BYMA;794.961;104,8;-833.119,128;0;0;0;0;-833.119,13
58705482;3259177;06-08-2025;06-08-2025;Liquidacion Suscripcion Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;18,4567;8.723,116;-161;0;0;0;0;-161
59520723;3396981;12-08-2025;12-08-2025;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-45.585,1105;8.774,795;400.000;0;0;0;0;400.000
59258787;5986547;11-08-2025;12-08-2025;Venta Dolar Mep;CEDEAR LITHIUM AMERICAS CORP (LAC);USD;BYMA;-15;3,05;45,75;-0,2059;-0,032;-0,05;0;45,46
59275553;6002830;11-08-2025;12-08-2025;Venta Dolar Mep;CEDEAR TESLA, INC. (TSLA);USD;BYMA;-33;23;759;-3,4155;-0,5313;-0,8288;0;754,22
59417157;6010067;12-08-2025;13-08-2025;Venta Dolar Mep;CEDEAR LITHIUM AMERICAS CORP (LAC);USD;BYMA;-429;2,92;1.252,68;-5,6371;-0,8769;-1,3679;0;1.244,8
59456874;6048969;12-08-2025;13-08-2025;Venta Dolar Mep;EDENOR S.A.  B  1 VOTO (EDN);USD;BYMA;-467;1,44;672,48;-3,0262;-0,4707;-0,7343;0;668,25
59849577;6145619;14-08-2025;18-08-2025;Venta Dolar Mep;CEDEAR TESLA, INC. (TSLA);USD;BYMA;-11;22,55;248,05;-1,1162;-0,1736;-0,2709;0;246,49
59856736;6152452;14-08-2025;18-08-2025;Compra;TERNIUM ARG S.A.ORDS. A 1 VOTO ESC (TXAR);ARS;BYMA;643;616,7325;-396.559;-1.784,5155;-277,5913;-433,0424;0;-399.054,15
60494204;1250469;18-08-2025;18-08-2025;DIVIDENDOS EN ESPECIE;Dólar estadounidense;ARS;;0,51;0;0;0;-2,3693;-0,4976;0;-2,87
59829702;6126107;14-08-2025;18-08-2025;Compra Dolar Mep;CEDEAR SALESFORCE.COM, INC (CRM);USD;BYMA;45;13,05;-587,25;-2,6426;-0,4111;-0,6413;0;-590,94
60563151;6298333;19-08-2025;20-08-2025;Compra Dolar Mep;YPF S.A. ESCRIT.  D  1 VOTO (YPFD);USD;BYMA;15;32,45;-486,75;-2,1904;-0,3407;-0,5315;0;-489,81
60516519;6252894;19-08-2025;20-08-2025;Compra Dolar Mep;GRUPO FINANCIERO GALICIA S.A ESCRIT.  B  1 V (GGAL);USD;BYMA;105;4,73;-496,65;-2,2349;-0,3477;-0,5423;0;-499,77
60531933;6267938;19-08-2025;20-08-2025;Compra Dolar Mep;EDENOR S.A.  B  1 VOTO (EDN);USD;BYMA;379;1,31;-496,49;-2,2342;-0,3475;-0,5422;0;-499,61
60557531;6292899;19-08-2025;20-08-2025;Venta Dolar Mep;CEDEAR INTEL CORPORATION (INTC);USD;BYMA;-286;5,04;1.441,44;-6,4865;-1,009;-1,5741;0;1.432,37
61058771;3607178;21-08-2025;21-08-2025;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-22.572,0539;8.860,514;200.000;0;0;0;0;200.000
60989796;6465914;21-08-2025;22-08-2025;Compra Dolar Mep;CEDEAR ALIBABA GROUP HOLDING LIMITED (BABA);USD;BYMA;3;13,1;-39,3;-0,1769;-0,0275;-0,0429;0;-39,55
60978915;6455088;21-08-2025;22-08-2025;Compra Dolar Mep;GRUPO FINANCIERO GALICIA S.A ESCRIT.  B  1 V (GGAL);USD;BYMA;64;4,64;-296,96;-1,3363;-0,2079;-0,3243;0;-298,83
60983105;6459271;21-08-2025;22-08-2025;Compra Dolar Mep;EDENOR S.A.  B  1 VOTO (EDN);USD;BYMA;394;1,26;-496,44;-2,234;-0,3475;-0,5421;0;-499,56
61003731;6479753;21-08-2025;22-08-2025;Compra Dolar Mep;YPF S.A. ESCRIT.  D  1 VOTO (YPFD);USD;BYMA;9;31,75;-285,75;-1,2859;-0,2;-0,312;0;-287,55
61015676;6491602;21-08-2025;22-08-2025;Compra;TERNIUM ARG S.A.ORDS. A 1 VOTO ESC (TXAR);ARS;BYMA;341;585;-199.485;-897,6825;-139,6395;-217,8376;0;-200.740,16
61149466;6527526;22-08-2025;25-08-2025;Compra Dolar Mep;EDENOR S.A.  B  1 VOTO (EDN);USD;BYMA;581;1,2;-697,2;-3,1374;-0,488;-0,7613;0;-701,59
61169599;6547207;22-08-2025;25-08-2025;Compra Dolar Mep;GRUPO FINANCIERO GALICIA S.A ESCRIT.  B  1 V (GGAL);USD;BYMA;76;4,56;-346,56;-1,5595;-0,2426;-0,3784;0;-348,74
61456329;3666026;25-08-2025;25-08-2025;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-449.514,4177;8.898,491;4.000.000;0;0;0;0;4.000.000
61376599;6564367;25-08-2025;26-08-2025;Compra;BANCO MACRO S.A. B  1 V. ESCRIT (BMA);ARS;BYMA;119;8.300;-987.700;-4.444,65;-691,39;-1.078,5684;0;-993.914,61
61385083;6572569;25-08-2025;26-08-2025;Compra;GRUPO FINANCIERO GALICIA S.A ESCRIT.  B  1 V (GGAL);ARS;BYMA;128;5.840;-747.520;-3.363,84;-523,264;-816,2918;0;-752.223,4
61387109;6574582;25-08-2025;26-08-2025;Compra Dolar Mep;EDENOR S.A.  B  1 VOTO (EDN);USD;BYMA;477;1,09;-519,93;-2,3397;-0,364;-0,5678;0;-523,2
61403838;6590990;25-08-2025;26-08-2025;Venta Dolar Mep;CEDEAR APPLE INC. (AAPL);USD;BYMA;-61;11,45;698,45;-3,143;-0,4889;-0,7627;0;694,06
61371220;6559053;25-08-2025;26-08-2025;Compra;TERNIUM ARG S.A.ORDS. A 1 VOTO ESC (TXAR);ARS;BYMA;1.275;590;-752.250;-3.385,125;-526,575;-821,457;0;-756.983,16
61365912;6553811;25-08-2025;26-08-2025;Compra;BANCO BBVA ARG ESC S 1 V. (BBAR);ARS;BYMA;168;5.910;-992.880;-4.467,96;-695,016;-1.084,225;0;-999.127,2
61371988;6559813;25-08-2025;26-08-2025;Compra;EDENOR S.A.  B  1 VOTO (EDN);ARS;BYMA;333;1.485;-494.505;-2.225,2725;-346,1535;-539,9995;0;-497.616,43
61719977;6694134;27-08-2025;28-08-2025;Compra Dolar Mep;EDENOR S.A.  B  1 VOTO (EDN);USD;BYMA;246;1,06;-260,76;-1,1734;-0,1825;-0,2848;0;-262,4
61831271;19701354;28-08-2025;28-08-2025;Recibo De Cobro;;ARS;;;;1.784.818,04;0;0;0;0;1.784.818,04
61902172;19724470;28-08-2025;28-08-2025;Recibo De Cobro;;ARS;;;;2.290.467;0;0;0;0;2.290.467
61988094;1281213;28-08-2025;28-08-2025;Dividendos;Peso argentino;ARS;;;;6.548,34;0;-6,5483;-1,3752;0;6.082,04
62196701;764414;29-08-2025;29-08-2025;Nota De Credito Conversion;;USD;;;;0,51;0;0;0;0;0,51
62336157;1305944;29-08-2025;29-08-2025;Dividendos;Peso argentino;ARS;;;;2.875,41;0;-2,8754;-0,6038;0;2.670,66
62234988;3779288;29-08-2025;29-08-2025;Liquidacion Suscripcion Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;411.297,4958;8.936,653;-3.675.623;0;0;0;0;-3.675.623
62099249;6810152;29-08-2025;01-09-2025;Compra;TERNIUM ARG S.A.ORDS. A 1 VOTO ESC (TXAR);ARS;BYMA;697;570;-397.290;-1.787,805;-278,103;-433,8407;0;-399.789,75
62085762;6797016;29-08-2025;01-09-2025;Venta Dolar Mep;CEDEAR ALIBABA GROUP HOLDING LIMITED (BABA);USD;BYMA;-40;14,95;598;-2,691;-0,4186;-0,653;0;594,24
62699662;3858272;02-09-2025;02-09-2025;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-33.433,8653;8.972,938;300.000;0;0;0;0;300.000
62989127;20175853;04-09-2025;04-09-2025;Recibo De Cobro;;ARS;;;;5.236.331;0;0;0;0;5.236.331
62796781;6973585;03-09-2025;04-09-2025;Compra;TERNIUM ARG S.A.ORDS. A 1 VOTO ESC (TXAR);ARS;BYMA;566;542;-306.772;-1.380,474;-214,7404;-334,995;0;-308.702,21
62790407;6967319;03-09-2025;04-09-2025;Compra Dolar Mep;EDENOR S.A.  B  1 VOTO (EDN);USD;BYMA;413;1,03;-425,39;-1,9143;-0,2978;-0,4645;0;-428,07
63316977;3945810;05-09-2025;05-09-2025;Liquidacion Suscripcion Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;537.259,6027;9.002,337;-4.836.592;0;0;0;0;-4.836.592
62954934;7001116;04-09-2025;05-09-2025;Compra Dolar Mep;CEDEAR SALESFORCE.COM, INC (CRM);USD;BYMA;31;13,5;-418,5;-1,8833;-0,293;-0,457;0;-421,13
63169855;7084010;05-09-2025;08-09-2025;Compra;TERNIUM ARG S.A.ORDS. A 1 VOTO ESC (TXAR);ARS;BYMA;206;520;-107.120;-482,04;-74,984;-116,975;0;-107.794
63690481;4023979;09-09-2025;09-09-2025;Liquidacion Suscripcion Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;32.326,8337;9.039,116;-292.206;0;0;0;0;-292.206
63753260;1348020;10-09-2025;10-09-2025;Dividendos;Peso argentino;ARS;;;;8.170,58;0;-8,1706;-1,7158;0;7.588,75
64954957;4206308;18-09-2025;18-09-2025;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-27.405,3873;9.122,294;250.000;0;0;0;0;250.000
64867624;7462320;18-09-2025;19-09-2025;Compra;GRUPO FINANCIERO GALICIA S.A ESCRIT.  B  1 V (GGAL);ARS;BYMA;61;4.175;-254.675;-1.146,0375;-178,2725;-278,1051;0;-256.277,42
66335444;4374611;26-09-2025;26-09-2025;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-65.219,8229;9.199,657;600.000;0;0;0;0;600.000
66398805;1454847;29-09-2025;29-09-2025;Dividendos;Peso argentino;ARS;;;;6.671,18;0;-6,6712;-1,4009;0;6.196,13
66588746;1487606;30-09-2025;30-09-2025;Dividendos;Peso argentino;ARS;;;;2.929,34;0;-2,9293;-0,6152;0;2.720,75
66871736;7903042;01-10-2025;02-10-2025;Venta;CEDEAR SALESFORCE.COM, INC (CRM);ARS;BYMA;-149;20.550;3.061.950;-13.778,775;-1.530,975;-3.215,0475;0;3.043.425,2
66876853;7908114;01-10-2025;02-10-2025;Compra;GRUPO FINANCIERO GALICIA S.A ESCRIT.  B  1 V (GGAL);ARS;BYMA;72;4.200;-302.400;-1.360,8;-151,2;-317,52;0;-304.229,52
66845473;7877319;01-10-2025;02-10-2025;Compra;BANCO BBVA ARG ESC S 1 V. (BBAR);ARS;BYMA;70;4.300;-301.000;-1.354,5;-150,5;-316,05;0;-302.821,05
67089264;4492816;02-10-2025;02-10-2025;Liquidacion Suscripcion Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;249.636,8154;9.249,429;-2.308.998;0;0;0;0;-2.308.998
67029952;7925856;02-10-2025;03-10-2025;Compra;GRUPO FINANCIERO GALICIA S.A ESCRIT.  B  1 V (GGAL);ARS;BYMA;72;4.100;-295.200;-1.328,4;-147,6;-309,96;0;-296.985,96
67019220;7915283;02-10-2025;03-10-2025;Venta;TERNIUM ARG S.A.ORDS. A 1 VOTO ESC (TXAR);ARS;BYMA;-3.728;632;2.356.096;-10.602,432;-1.178,048;-2.473,9008;0;2.341.841,62
67628343;4592393;07-10-2025;07-10-2025;Liquidacion Suscripcion Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;176.120,9846;9.293,214;-1.636.730;0;0;0;0;-1.636.730
67579303;8047269;07-10-2025;08-10-2025;Compra;BANCO MACRO S.A. B  1 V. ESCRIT (BMA);ARS;BYMA;30;6.580;-197.400;-888,3;-98,7;-207,27;0;-198.594,27
67570705;8038810;07-10-2025;08-10-2025;Compra;BANCO BBVA ARG ESC S 1 V. (BBAR);ARS;BYMA;48;4.130;-198.240;-892,08;-99,12;-208,152;0;-199.439,35
67766599;4613952;08-10-2025;08-10-2025;Liquidacion Suscripcion Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;80.372,5941;9.302,885;-747.697;0;0;0;0;-747.697
68124673;1555177;13-10-2025;13-10-2025;Dividendos;Peso argentino;ARS;;;;12.898,62;0;-12,8986;-2,7087;0;11.980,11
68261777;4677640;13-10-2025;13-10-2025;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-32.003,9742;9.358,244;299.501;0;0;0;0;299.501
68323220;1569297;13-10-2025;13-10-2025;DIVIDENDOS EN ESPECIE;Dólar estadounidense;ARS;;4,42;0;0;0;-22,4315;-4,7106;0;-27,14
68149332;8132562;13-10-2025;14-10-2025;Compra;BANCO BBVA ARG ESC S 1 V. (BBAR);ARS;BYMA;65;4.580;-297.700;-1.339,65;-148,85;-312,585;0;-299.501,09
68462453;4728177;14-10-2025;14-10-2025;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-32.014,3253;9.370,805;300.000;0;0;0;0;300.000
68392585;8225271;14-10-2025;15-10-2025;Compra;ACC.ORD. LOMA NEGRA S.A. 1 VOTO $ ESC. (LOMA);ARS;BYMA;35;2.392,5714;-83.740;-376,83;-41,87;-87,927;0;-84.246,63
68639282;4761360;15-10-2025;15-10-2025;Liquidacion Suscripcion Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;24.259,5234;9.386,252;-227.706;0;0;0;0;-227.706
68680890;860226;15-10-2025;15-10-2025;Nota De Credito Conversion;;USD;;;;4,42;0;0;0;0;4,42
68736566;23024105;16-10-2025;16-10-2025;Recibo De Cobro;;ARS;;;;3.000.000;0;0;0;0;3.000.000
68890684;4787170;16-10-2025;16-10-2025;Liquidacion Suscripcion Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;319.047,5876;9.402,986;-3.000.000;0;0;0;0;-3.000.000
69271106;4849243;20-10-2025;20-10-2025;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-15.882,5353;9.444,336;150.000;0;0;0;0;150.000
69212082;8417741;20-10-2025;21-10-2025;Compra;EDENOR S.A.  B  1 VOTO (EDN);ARS;BYMA;106;1.400;-148.400;-667,8;-74,2;-155,82;0;-149.297,82
69417969;23381171;21-10-2025;21-10-2025;Orden De Pago;;ARS;;;;-244.800;0;0;0;0;-244.800
69602681;4921158;22-10-2025;22-10-2025;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-25.870,5936;9.462,481;244.800;0;0;0;0;244.800
69642253;23495975;23-10-2025;23-10-2025;Orden De Pago;;ARS;;;;-9.000;0;0;0;0;-9.000
69645393;23498303;23-10-2025;23-10-2025;Orden De Pago;;ARS;;;;-30.000;0;0;0;0;-30.000
69645401;23498311;23-10-2025;23-10-2025;Orden De Pago;;ARS;;;;-700;0;0;0;0;-700
69753561;4958938;23-10-2025;23-10-2025;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-25.306,951;9.471,706;239.700;0;0;0;0;239.700
69723740;23537874;23-10-2025;23-10-2025;Orden De Pago;;ARS;;;;-2.200;0;0;0;0;-2.200
69693615;8532994;23-10-2025;24-10-2025;Compra;EDENOR S.A.  B  1 VOTO (EDN);ARS;BYMA;135;1.468;-198.180;-891,81;-99,09;-208,089;0;-199.378,99
69777573;23559615;24-10-2025;24-10-2025;Orden De Pago;;ARS;;;;-2.742.523,55;0;0;0;0;-2.742.523,55
69986152;4984867;24-10-2025;24-10-2025;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-289.333,1269;9.481,804;2.743.400;0;0;0;0;2.743.400
70264429;8705866;28-10-2025;29-10-2025;Venta;YPF S.A. ESCRIT.  D  1 VOTO (YPFD);ARS;BYMA;-3;49.140;147.420;-663,39;-73,71;-154,791;0;146.528,11
70247232;8689036;28-10-2025;29-10-2025;Venta;EDENOR S.A.  B  1 VOTO (EDN);ARS;BYMA;-350;1.938;678.300;-3.052,35;-339,15;-712,215;0;674.196,29
70249469;8691267;28-10-2025;29-10-2025;Venta;GRUPO FINANCIERO GALICIA S.A ESCRIT.  B  1 V (GGAL);ARS;BYMA;-57;7.160;408.120;-1.836,54;-204,06;-428,526;0;405.650,87
70251665;8693453;28-10-2025;29-10-2025;Venta;BANCO BBVA ARG ESC S 1 V. (BBAR);ARS;BYMA;-35;6.950;243.250;-1.094,625;-121,625;-255,4125;0;241.778,34
70251751;8693529;28-10-2025;29-10-2025;Venta;BANCO MACRO S.A. B  1 V. ESCRIT (BMA);ARS;BYMA;-15;11.700;175.500;-789,75;-87,75;-184,275;0;174.438,23
70259520;8701142;28-10-2025;29-10-2025;Venta;ACC.ORD. LOMA NEGRA S.A. 1 VOTO $ ESC. (LOMA);ARS;BYMA;-17;3.150;53.550;-240,975;-26,775;-56,2275;0;53.226,02
70480938;5084815;29-10-2025;29-10-2025;Liquidacion Suscripcion Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;177.674,1722;9.544,533;-1.695.817;0;0;0;0;-1.695.817
70400445;8741885;29-10-2025;30-10-2025;Venta;EDENOR S.A.  B  1 VOTO (EDN);ARS;BYMA;-150;2.300;345.000;-1.552,5;-172,5;-362,25;0;342.912,75
70969970;1618516;30-10-2025;30-10-2025;Dividendos;Peso argentino;ARS;;;;7.668,31;0;0;0;0;7.668,31
70979551;1627202;30-10-2025;30-10-2025;Nota Debito Dividendos ARS;;ARS;;;;-514,36;0;0;0;0;-514,36
70412776;8754046;29-10-2025;30-10-2025;Venta;GRUPO FINANCIERO GALICIA S.A ESCRIT.  B  1 V (GGAL);ARS;BYMA;-75;7.870;590.250;-2.656,125;-295,125;-619,7625;0;586.678,99
70415522;8756772;29-10-2025;30-10-2025;Venta;ACC.ORD. LOMA NEGRA S.A. 1 VOTO $ ESC. (LOMA);ARS;BYMA;-4;3.165;12.660;-56,97;-6,33;-13,293;0;12.583,41
70426438;8767350;29-10-2025;30-10-2025;Venta;BANCO MACRO S.A. B  1 V. ESCRIT (BMA);ARS;BYMA;-20;12.710;254.200;-1.143,9;-127,1;-266,91;0;252.662,09
70635541;5114698;30-10-2025;30-10-2025;Liquidacion Suscripcion Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;184.337,0653;9.554,991;-1.761.339;0;0;0;0;-1.761.339
70432589;8773378;29-10-2025;30-10-2025;Venta;BANCO BBVA ARG ESC S 1 V. (BBAR);ARS;BYMA;-40;7.755;310.200;-1.395,9;-155,1;-325,71;0;308.323,29
70435837;8776609;29-10-2025;30-10-2025;Venta;YPF S.A. ESCRIT.  D  1 VOTO (YPFD);ARS;BYMA;-5;51.950;259.750;-1.168,875;-129,875;-272,7375;0;258.178,51
70540506;8783340;30-10-2025;31-10-2025;Venta;BANCO MACRO S.A. B  1 V. ESCRIT (BMA);ARS;BYMA;-85;12.520;1.064.200;-4.788,9;-532,1;-1.117,41;0;1.057.761,59
71004182;1629744;31-10-2025;31-10-2025;DIVIDENDOS EN ESPECIE;Peso argentino;ARS;;;;6.247,29;0;-6,2473;-1,3119;0;6.239,73
71022136;1647091;31-10-2025;31-10-2025;Nota Debito Dividendos ARS;;ARS;;;;-466,8;0;0;0;0;-466,8
70923456;5145552;31-10-2025;31-10-2025;Liquidacion Suscripcion Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;1.531.776,515;9.565,492;-14.652.196;0;0;0;0;-14.652.196
70552833;8795570;30-10-2025;31-10-2025;Venta;CEDEAR SALESFORCE.COM, INC (CRM);ARS;BYMA;-150;21.430;3.214.500;-14.465,25;-1.607,25;-3.375,225;0;3.195.052,28
70559259;8801761;30-10-2025;31-10-2025;Venta;ACC.ORD. LOMA NEGRA S.A. 1 VOTO $ ESC. (LOMA);ARS;BYMA;-14;3.080;43.120;-194,04;-21,56;-45,276;0;42.859,12
70564612;8807080;30-10-2025;31-10-2025;Venta;EDENOR S.A.  B  1 VOTO (EDN);ARS;BYMA;-2.274;2.384;5.421.216;-24.395,472;-2.710,608;-5.692,2768;0;5.388.417,64
70567499;8809951;30-10-2025;31-10-2025;Venta;YPF S.A. ESCRIT.  D  1 VOTO (YPFD);ARS;BYMA;-15;51.450;771.750;-3.472,875;-385,875;-810,3375;0;767.080,91
70568408;8810860;30-10-2025;31-10-2025;Venta;BANCO BBVA ARG ESC S 1 V. (BBAR);ARS;BYMA;-207;7.615;1.576.305;-7.093,3725;-788,1525;-1.655,1203;0;1.566.768,35
70571429;8813868;30-10-2025;31-10-2025;Venta;GRUPO FINANCIERO GALICIA S.A ESCRIT.  B  1 V (GGAL);ARS;BYMA;-334;7.935;2.650.290;-11.926,305;-1.325,145;-2.782,8045;0;2.634.255,75
70717526;8821457;31-10-2025;03-11-2025;Venta;YPF S.A. ESCRIT.  D  1 VOTO (YPFD);ARS;BYMA;-5;53.325;266.625;-1.199,8125;-133,3125;-279,9563;0;265.011,92
70721069;8824923;31-10-2025;03-11-2025;Venta;BANCO BBVA ARG ESC S 1 V. (BBAR);ARS;BYMA;-69;7.840;540.960;-2.434,32;-270,48;-568,008;0;537.687,19
