nroTicket;nroComprobante;fechaEjecucion;fechaLiquidacion;tipoOperacion;instrumento;moneda;mercado;cantidad;precio;montoBruto;comision;ddmm;iva;otros;total
8998970;;02-01-2024;02-01-2024;Recibo De Cobro;;ARS;;;;900.000;0;0;0;0;900.000
7781112;;29-12-2023;03-01-2024;Compra;CEDEAR APPLE INC. (AAPL);ARS;BYMA;21;18.130;-380.730;0;-304,58;-63,96;0;-381.098,54
7781219;;02-01-2024;04-01-2024;Compra;CEDEAR INTEL CORPORATION (INTC);ARS;BYMA;34;9.800;-333.200;0;-266,56;-55,98;0;-333.522,54
7781221;;02-01-2024;04-01-2024;Compra;CEDEAR MERCADOLIBRE INC. (MELI);ARS;BYMA;7;25.200;-176.400;0;-141,12;-29,64;0;-176.570,76
7781222;;02-01-2024;04-01-2024;Compra;CEDEAR MERCADOLIBRE INC. (MELI);ARS;BYMA;4;25.200;-100.800;0;-80,64;-16,93;0;-100.897,57
7781223;;02-01-2024;04-01-2024;Compra;CRESUD S.A.  ORD. 1 VOTO ESCRITURAL (CRES);ARS;BYMA;7;916;-6.412;0;-5,13;-1,08;0;-6.418,21
7781220;;02-01-2024;04-01-2024;Compra;CEDEAR NVIDIA CORPORATION (NVDA);ARS;BYMA;14;20.200;-282.800;0;-226,24;-47,51;0;-283.073,75
7781224;;09-01-2024;11-01-2024;Venta Dolar Mep;CEDEAR NVIDIA CORPORATION (NVDA);USD;BYMA;-14;0;343;0;-0,27;-0,06;0;342,67
9410661;;11-01-2024;11-01-2024;Orden De Pago Usd;;USD;;;;-343,77;0;0;0;0;-343,77
9410660;;11-01-2024;11-01-2024;Orden De Pago;;ARS;;;;-218.395,09;0;0;0;0;-218.395,09
7781225;;09-01-2024;11-01-2024;Venta;CRESUD S.A.  ORD. 1 VOTO ESCRITURAL (CRES);ARS;BYMA;-201;0;219.090;0;-175,27;-36,81;0;218.877,92
8891000;;15-01-2024;15-01-2024;Nota De Credito Conversion;;USD;;;;1,94;0;0;0;0;1,94
8891002;;26-01-2024;26-01-2024;Canje;CEDEAR MERCADOLIBRE INC. (MELI);ARS;;;;0;0;0;0;0;0
8891001;;26-01-2024;26-01-2024;Canje;CEDEAR APPLE INC. (AAPL);ARS;;;;0;0;0;0;0;0
8998971;;30-01-2024;30-01-2024;Recibo De Cobro;;ARS;;;;200.000;0;0;0;0;200.000
8998972;;31-01-2024;31-01-2024;Recibo De Cobro;;ARS;;;;200.000;0;0;0;0;200.000
8998973;;01-02-2024;01-02-2024;Recibo De Cobro;;ARS;;;;400.000;0;0;0;0;400.000
7781227;;30-01-2024;01-02-2024;Compra;CEDEAR AMAZON.COM, INC (AMZN);ARS;BYMA;6;1.390;-8.340;0;-6,67;-1,4;0;-8.348,07
7781226;;30-01-2024;01-02-2024;Compra;CEDEAR PALO ALTO NETWORKS INC. (PANW);ARS;BYMA;22;8.700;-191.400;0;-153,12;-32,16;0;-191.585,28
7781228;;31-01-2024;02-02-2024;Compra;CEDEAR ALPHABET INC. CL  A  (GOOGL);ARS;BYMA;63;3.135;-197.505;0;-158;-33,18;0;-197.696,18
7781229;;31-01-2024;02-02-2024;Compra;CRESUD S.A.  ORD. 1 VOTO ESCRITURAL (CRES);ARS;BYMA;2;1.188;-2.376;0;-1,9;-0,4;0;-2.378,3
8998974;;05-02-2024;05-02-2024;Recibo De Cobro;;ARS;;;;273.000;0;0;0;0;273.000
7781230;;01-02-2024;05-02-2024;Compra;CEDEAR MERCADOLIBRE INC. (MELI);ARS;BYMA;11;18.000;-198.000;0;-158,4;-33,26;0;-198.191,66
7781231;;02-02-2024;06-02-2024;Compra;CEDEAR APPLE INC. (AAPL);ARS;BYMA;17;11.790;-200.430;0;-160,34;-33,67;0;-200.624,01
7781233;;05-02-2024;07-02-2024;Compra;CEDEAR VISA INC (V);ARS;BYMA;13;19.690;-255.970;0;-204,78;-43;0;-256.217,78
7781232;;05-02-2024;07-02-2024;Compra;CEDEAR AMAZON.COM, INC (AMZN);ARS;BYMA;12;1.500;-18.000;0;-14,4;-3,02;0;-18.017,42
7781234;;06-02-2024;08-02-2024;Venta Dolar Mep;CEDEAR TESLA, INC. (TSLA);USD;BYMA;-7;0;91;0;-0,07;-0,01;0;90,92
8998975;;08-02-2024;08-02-2024;Recibo De Cobro;;ARS;;;;300.000;0;0;0;0;300.000
8998976;;08-02-2024;08-02-2024;Recibo De Cobro;;ARS;;;;200.000;0;0;0;0;200.000
7781235;;08-02-2024;14-02-2024;Compra;CEDEAR APPLE INC. (AAPL);ARS;BYMA;19;11.825;-224.675;0;-179,74;-37,75;0;-224.892,49
7781237;;08-02-2024;14-02-2024;Compra;CEDEAR PALO ALTO NETWORKS INC. (PANW);ARS;BYMA;8;9.190;-73.520;0;-58,82;-12,35;0;-73.591,17
7781236;;08-02-2024;14-02-2024;Compra;CEDEAR SALESFORCE.COM, INC (CRM);ARS;BYMA;9;20.328;-182.952;0;-146,36;-30,74;0;-183.129,1
8998977;;14-02-2024;14-02-2024;Recibo De Cobro;;ARS;;;;200.000;0;0;0;0;200.000
9410662;;14-02-2024;14-02-2024;Orden De Pago Usd;;USD;;;;-92,86;0;0;0;0;-92,86
7781239;;14-02-2024;16-02-2024;Compra;CEDEAR AMAZON.COM, INC (AMZN);ARS;BYMA;7;1.410;-9.870;0;-7,9;-1,66;0;-9.879,56
7781238;;14-02-2024;16-02-2024;Compra;CEDEAR VISA INC (V);ARS;BYMA;11;18.875;-207.625;0;-166,1;-34,88;0;-207.825,98
9410665;;19-02-2024;19-02-2024;Orden De Pago;;ARS;;;;-1.028.342,71;0;0;0;0;-1.028.342,71
7781241;;19-02-2024;19-02-2024;Venta;CEDEAR INTEL CORPORATION (INTC);ARS;BYMA;-4;0;39.960;0;-31,97;-6,71;0;39.921,32
7781242;;19-02-2024;19-02-2024;Venta;CEDEAR MERCADOLIBRE INC. (MELI);ARS;BYMA;-33;0;569.955,5;0;-455,96;-95,75;0;569.403,79
