nroTicket;nroComprobante;fechaEjecucion;fechaLiquidacion;tipoOperacion;instrumento;moneda;mercado;cantidad;precio;montoBruto;comision;ddmm;iva;otros;total
94573942;2028174;03-03-2026;04-03-2026;Compra Dolar Mep;CEDEAR MERCADOLIBRE INC. (MELI);USD;BYMA;53;14,5;-768,5;-3,4583;-0,3843;-0,8069;0;-773,15
94603095;2056031;03-03-2026;04-03-2026;Compra;METROGAS S.A. ESCRIT.  B  1 VOTO (METR);ARS;BYMA;107;1.843;-197.201;-887,4045;-98,6005;-207,0611;0;-198.394,07
94608759;2061310;03-03-2026;04-03-2026;Compra;MORIXE HNOS. S.A.  ORD. 1 VOTO (MORI);ARS;BYMA;7.682;26;-199.732;-898,794;-99,866;-209,7186;0;-200.940,38
95052880;1710448;05-03-2026;05-03-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-37.966,4234;10.535,625;400.000;0;0;0;0;400.000
95025528;2112865;05-03-2026;06-03-2026;Compra;METROGAS S.A. ESCRIT.  B  1 VOTO (METR);ARS;BYMA;222;1.790;-397.380;-1.788,21;-198,69;-417,249;0;-399.784,15
95036274;2123495;05-03-2026;06-03-2026;Compra Dolar Mep;CEDEAR C3.AI INC (AI) (AI);USD;BYMA;123;1,925;-236,78;-1,0655;-0,1184;-0,2486;0;-238,21
96991711;2376242;16-03-2026;16-03-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-986.000;0,071;700,06;0;0;0;0;700,06
96988509;2373264;16-03-2026;16-03-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;986.000;101,4;-999.804;0;0;0;0;-999.804
97016556;1976071;16-03-2026;16-03-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-188.399,0639;10.615,764;2.000.000;0;0;0;0;2.000.000
96983823;2370208;16-03-2026;17-03-2026;Compra;TERNIUM ARG S.A.ORDS. A 1 VOTO ESC (TXAR);ARS;BYMA;319;621,5;-198.258,5;-892,1633;-99,1293;-208,1714;0;-199.457,96
96971519;2358215;16-03-2026;17-03-2026;Compra;MOLINOS J.SEMINO ESCRIT.1 V. (SEMI);ARS;BYMA;5.287;18,8;-99.395,6;-447,2802;-49,6978;-104,3654;0;-99.996,94
97629602;2458800;19-03-2026;20-03-2026;Compra;TERNIUM ARG S.A.ORDS. A 1 VOTO ESC (TXAR);ARS;BYMA;1.106;630;-696.780;-3.135,51;-348,39;-731,619;0;-700.995,52
98456302;2143218;25-03-2026;25-03-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-140.458,2892;10.679,327;1.500.000;0;0;0;0;1.500.000
98376910;2516988;25-03-2026;25-03-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-986.521;0,071;700,4299;0;0;0;0;700,43
98398959;2538516;25-03-2026;25-03-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;986.521;101,35;-999.839,0335;0;0;0;0;-999.839,03
98386358;2526371;25-03-2026;26-03-2026;Compra Dolar Mep;CEDEAR MERCADOLIBRE INC. (MELI);USD;BYMA;24;14,15;-339,6;-1,5282;-0,1698;-0,3566;0;-341,65
98375895;2515982;25-03-2026;26-03-2026;Compra Dolar Mep;CEDEAR SALESFORCE.COM, INC (CRM);USD;BYMA;27;10,68;-288,36;-1,2976;-0,1442;-0,3028;0;-290,1
98369887;2510455;25-03-2026;26-03-2026;Compra Dolar Mep;CEDEAR ORACLE CORPORATION (ORCL);USD;BYMA;8;50,4;-403,2;-1,8144;-0,2016;-0,4234;0;-405,64
98781496;2576547;27-03-2026;27-03-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;681.777;102,9;-701.548,533;0;0;0;0;-701.548,53
98620176;2573342;26-03-2026;27-03-2026;Compra;METROGAS S.A. ESCRIT.  B  1 VOTO (METR);ARS;BYMA;249;1.990;-495.510;-2.229,795;-247,755;-520,2855;0;-498.507,84
98794354;2588985;27-03-2026;27-03-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-681.777;0,072;490,8794;0;0;0;0;490,88
99019999;2220871;27-03-2026;27-03-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-65.460,7181;10.693,436;700.000;0;0;0;0;700.000
99136437;2614178;30-03-2026;30-03-2026;Venta Registracion USD;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);USD;MAE;-482.430;0,072;347,3496;0;0;0;0;347,35
99183342;2243076;30-03-2026;30-03-2026;Liquidacion Rescate Fci;FCI COCOS RENDIMIENTO CL. A $ ESC (COCORMA);ARS;;-46.664,7665;10.714,722;500.000;0;0;0;0;500.000
98795375;2589906;27-03-2026;30-03-2026;Compra Dolar Mep;CEDEAR META PLATFORMS INC. (META);USD;BYMA;16;22,55;-360,8;-1,6236;-0,1804;-0,3788;0;-362,98
98807905;2602352;27-03-2026;30-03-2026;Compra Dolar Mep;CEDEAR TESLA, INC. (TSLA);USD;BYMA;9;24,74;-222,66;-1,002;-0,1113;-0,2338;0;-224,01
99148353;2625654;30-03-2026;30-03-2026;Compra Registracion ARS;ON TARJETA NARANJA CL.66 S.1 30/11/26 $ (T661O);ARS;MAE;482.430;103,65;-500.038,695;0;0;0;0;-500.038,7
99149415;2626700;30-03-2026;31-03-2026;Compra Dolar Mep;CEDEAR DE MICROSOFT CORP. (MSFT);USD;BYMA;15;12,4;-186;-0,837;-0,093;-0,1953;0;-187,13
99132360;2610115;30-03-2026;31-03-2026;Compra Dolar Mep;CEDEAR ORACLE CORPORATION (ORCL);USD;BYMA;5;47,7;-238,5;-1,0733;-0,1193;-0,2504;0;-239,94
